Iteration,Time (s)
1,0.003
2,0.002
3,0.002
4,0.002
5,0.002
6,0.002
7,0.002
8,0.002
9,0.002
10,0.002
11,0.002
12,0.003
13,0.002
14,0.003
15,0.002
16,0.002
17,0.003
18,0.003
19,0.002
20,0.003
21,0.002
22,0.002
23,0.003
24,0.002
25,0.002
26,0.003
27,0.003
28,0.002
29,0.002
30,0.002
31,0.002
32,0.002
33,0.002
34,0.002
35,0.002
36,0.002
37,0.003
38,0.002
39,0.003
40,0.002
41,0.003
42,0.002
43,0.004
44,0.002
45,0.002
46,0.002
47,0.002
48,0.003
49,0.002
50,0.003
51,0.002
52,0.002
53,0.003
54,0.002
55,0.002
56,0.002
57,0.003
58,0.002
59,0.002
60,0.002
61,0.003
62,0.002
63,0.002
64,0.002
65,0.003
66,0.002
67,0.002
68,0.003
69,0.002
70,0.002
71,0.002
72,0.002
73,0.002
74,0.002
75,0.002
76,0.002
77,0.002
78,0.002
79,0.002
80,0.002
81,0.002
82,0.002
83,0.003
84,0.003
85,0.002
86,0.002
87,0.002
88,0.002
89,0.002
90,0.002
91,0.002
92,0.002
93,0.002
94,0.002
95,0.003
96,0.002
97,0.002
98,0.002
99,0.002
100,0.002
101,0.002
102,0.002
103,0.002
104,0.002
105,0.002
106,0.002
107,0.002
108,0.003
109,0.002
110,0.002
111,0.002
112,0.002
113,0.002
114,0.002
115,0.002
116,0.002
117,0.002
118,0.002
119,0.003
120,0.002
121,0.002
122,0.002
123,0.002
124,0.002
125,0.002
126,0.002
127,0.002
128,0.002
129,0.002
130,0.002
131,0.002
132,0.002
133,0.002
134,0.002
135,0.002
136,0.002
137,0.002
138,0.002
139,0.002
140,0.002
141,0.002
142,0.002
143,0.002
144,0.003
145,0.003
146,0.002
147,0.003
148,0.003
149,0.003
150,0.003
151,0.002
152,0.003
153,0.002
154,0.002
155,0.003
156,0.002
157,0.002
158,0.002
159,0.003
160,0.002
161,0.002
162,0.002
163,0.002
164,0.002
165,0.002
166,0.002
167,0.002
168,0.002
169,0.002
170,0.002
171,0.002
172,0.002
173,0.002
174,0.002
175,0.002
176,0.002
177,0.002
178,0.002
179,0.002
180,0.002
181,0.003
182,0.003
183,0.002
184,0.003
185,0.002
186,0.002
187,0.003
188,0.003
189,0.003
190,0.002
191,0.002
192,0.002
193,0.002
194,0.002
195,0.002
196,0.002
197,0.002
198,0.003
199,0.003
200,0.003
201,0.002
202,0.003
203,0.002
204,0.002
205,0.002
206,0.002
207,0.002
208,0.002
209,0.002
210,0.002
211,0.003
212,0.002
213,0.003
214,0.003
215,0.002
216,0.002
217,0.002
218,0.002
219,0.002
220,0.003
221,0.002
222,0.003
223,0.003
224,0.003
225,0.004
226,0.003
227,0.002
228,0.002
229,0.003
230,0.002
231,0.002
232,0.003
233,0.003
234,0.002
235,0.002
236,0.002
237,0.004
238,0.006
239,0.003
240,0.004
241,0.002
242,0.004
243,0.002
244,0.002
245,0.002
246,0.002
247,0.002
248,0.003
249,0.003
250,0.002
251,0.002
252,0.002
253,0.002
254,0.003
255,0.002
256,0.003
257,0.002
258,0.002
259,0.003
260,0.002
261,0.003
262,0.002
263,0.002
264,0.002
265,0.005
266,0.002
267,0.002
268,0.002
269,0.002
