Iteration,Time (s)
1,0.004
2,0.003
11,0.001
12,0.002
13,0.001
14,0.002
15,0.001
16,0.001
17,0.002
18,0.002
19,0.002
20,0.001
21,0.001
22,0.001
23,0.002
24,0.001
25,0.002
26,0.002
27,0.001
28,0.001
29,0.001
30,0.002
31,0.001
32,0.001
33,0.001
34,0.001
35,0.001
36,0.001
37,0.001
38,0.002
39,0.001
40,0.001
41,0.001
42,0.001
43,0.001
44,0.001
45,0.001
46,0.001
47,0.001
48,0.001
49,0.001
50,0.001
51,0.001
52,0.001
53,0.001
54,0.001
55,0.001
56,0.001
57,0.001
58,0.001
59,0.001
60,0.001
61,0.001
62,0.001
63,0.001
64,0.001
65,0.001
66,0.001
67,0.001
68,0.001
69,0.001
70,0.001
71,0.001
72,0.003
73,0.002
74,0.001
75,0.001
76,0.001
77,0.002
78,0.001
79,0.001
80,0.001
81,0.001
82,0.001
83,0.002
84,0.001
85,0.001
86,0.002
87,0.002
88,0.002
89,0.002
90,0.001
91,0.001
92,0.002
93,0.002
94,0.002
95,0.002
96,0.001
97,0.002
98,0.001
99,0.002
100,0.001
101,0.002
102,0.002
103,0.002
104,0.001
105,0.001
106,0.002
107,0.002
108,0.003
109,0.002
110,0.002
111,0.003
112,0.001
113,0.002
114,0.002
115,0.003
116,0.001
117,0.001
118,0.001
119,0.001
120,0.002
121,0.002
122,0.002
123,0.002
124,0.001
125,0.001
126,0.001
127,0.001
128,0.001
129,0.001
130,0.001
131,0.001
132,0.001
133,0.003
134,0.001
135,0.002
136,0.002
137,0.001
138,0.001
139,0.001
140,0.001
141,0.002
142,0.002
143,0.001
144,0.003
145,0.002
146,0.001
147,0.002
148,0.002
149,0.002
150,0.002
151,0.002
152,0.003
153,0.004
154,0.001
155,0.003
156,0.002
157,0.002
158,0.002
159,0.001
160,0.001
161,0.002
162,0.002
163,0.001
164,0.002
165,0.002
166,0.002
167,0.002
168,0.002
169,0.001
170,0.001
171,0.002
172,0.002
173,0.002
174,0.002
175,0.002
176,0.003
177,0.001
178,0.001
179,0.002
180,0.001
181,0.002
182,0.002
183,0.002
184,0.002
185,0.001
186,0.002
187,0.002
188,0.001
189,0.003
190,0.002
191,0.002
192,0.003
193,0.001
194,0.003
195,0.002
196,0.001
197,0.002
198,0.001
199,0.002
200,0.002
201,0.002
202,0.002
203,0.002
204,0.003
205,0.002
206,0.002
207,0.002
208,0.001
209,0.001
210,0.001
211,0.001
212,0.001
213,0.002
214,0.002
215,0.002
216,0.002
217,0.002
218,0.002
219,0.001
220,0.001
221,0.001
222,0.001
223,0.002
224,0.002
225,0.002
226,0.001
227,0.001
228,0.002
229,0.002
230,0.002
231,0.001
232,0.002
233,0.002
234,0.001
235,0.002
236,0.002
237,0.001
238,0.002
239,0.002
240,0.001
241,0.002
242,0.001
243,0.002
244,0.001
245,0.003
246,0.001
247,0.001
248,0.002
249,0.002
250,0.003
251,0.002
252,0.001
253,0.002
254,0.001
255,0.002
256,0.001
257,0.001
258,0.002
259,0.002
260,0.001
261,0.001
262,0.002
263,0.003
264,0.002
265,0.002
266,0.001
267,0.001
268,0.002
269,0.001
270,0.001
271,0.001
272,0.002
273,0.001
274,0.002
275,0.002
276,0.001
277,0.002
278,0.001
279,0.001
280,0.001
281,0.002
282,0.002
283,0.002
284,0.002
285,0.001
286,0.001
287,0.001
288,0.002
289,0.001
290,0.001
291,0.002
292,0.003
293,0.001
294,0.001
295,0.001
296,0.002
297,0.001
298,0.002
299,0.002
300,0.001
301,0.002
302,0.002
303,0.001
304,0.002
305,0.002
306,0.002
307,0.002
308,0.002
309,0.002
310,0.002
311,0.001
312,0.001
313,0.002
314,0.001
315,0.002
316,0.002
317,0.001
318,0.002
319,0.001
320,0.002
321,0.001
322,0.001
323,0.002
324,0.001
325,0.001
326,0.001
327,0.001
328,0.001
329,0.002
330,0.002
331,0.001
332,0.001
333,0.002
334,0.001
335,0.002
336,0.002
337,0.002
338,0.002
339,0.001
340,0.002
341,0.002
342,0.002
343,0.002
344,0.002
345,0.001
346,0.001
347,0.001
348,0.002
349,0.001
350,0.002
351,0.001
352,0.002
353,0.001
354,0.002
355,0.001
356,0.002
357,0.001
358,0.001
359,0.001
360,0.002
361,0.002
362,0.002
363,0.001
364,0.001
365,0.002
366,0.001
367,0.003
368,0.001
369,0.003
370,0.001
371,0.002
372,0.002
373,0.001
374,0.001
375,0.001
376,0.002
377,0.002
378,0.002
379,0.002
380,0.002
381,0.003
382,0.002
383,0.002
384,0.001
385,0.002
386,0.002
387,0.002
388,0.001
389,0.002
390,0.002
391,0.001
392,0.002
393,0.001
394,0.002
395,0.001
396,0.002
397,0.001
398,0.001
399,0.002
400,0.002
401,0.001
402,0.001
403,0.002
404,0.001
405,0.001
406,0.002
407,0.001
408,0.001
409,0.001
410,0.002
411,0.001
412,0.001
413,0.001
414,0.001
415,0.001
416,0.002
417,0.002
418,0.002
419,0.002
420,0.001
421,0.002
422,0.001
423,0.002
424,0.001
425,0.001
426,0.002
427,0.001
428,0.001
429,0.002
430,0.001
431,0.002
432,0.001
433,0.002
434,0.002
435,0.002
436,0.001
437,0.001
438,0.003
439,0.002
440,0.002
441,0.002
442,0.001
443,0.001
444,0.001
445,0.001
446,0.001
447,0.002
448,0.003
449,0.002
450,0.002
451,0.002
452,0.002
453,0.002
454,0.002
455,0.001
456,0.003
457,0.002
458,0.002
459,0.002
460,0.001
461,0.002
462,0.001
463,0.002
464,0.002
465,0.002
466,0.002
467,0.001
468,0.002
469,0.002
470,0.002
471,0.002
472,0.001
473,0.002
474,0.001
475,0.001
476,0.001
477,0.002
478,0.002
479,0.002
480,0.001
481,0.001
482,0.002
483,0.001
484,0.001
485,0.002
486,0.002
487,0.003
488,0.001
489,0.002
490,0.001
491,0.001
492,0.001
493,0.001
494,0.002
495,0.001
496,0.001
497,0.001
498,0.001
499,0.002
500,0.001
501,0.002
502,0.001
503,0.001
504,0.002
505,0.001
506,0.002
507,0.001
508,0.001
509,0.001
510,0.001
511,0.002
512,0.001
513,0.002
514,0.001
515,0.002
516,0.001
517,0.002
518,0.001
519,0.002
520,0.001
521,0.001
522,0.001
523,0.002
524,0.002
525,0.001
526,0.003
527,0.001
528,0.001
529,0.001
530,0.001
531,0.001
532,0.001
533,0.001
534,0.001
535,0.002
536,0.001
537,0.001
538,0.001
539,0.001
540,0.002
541,0.001
542,0.001
543,0.001
544,0.001
545,0.001
546,0.001
547,0.001
548,0.001
549,0.001
550,0.001
551,0.001
552,0.001
553,0.002
554,0.001
555,0.001
556,0.001
557,0.001
558,0.001
559,0.001
560,0.001
561,0.001
562,0.002
563,0.001
564,0.001
565,0.001
566,0.002
567,0.002
568,0.002
569,0.001
570,0.002
571,0.002
572,0.001
573,0.001
574,0.002
575,0.001
576,0.001
577,0.001
578,0.001
579,0.001
580,0.001
581,0.001
582,0.002
583,0.001
584,0.002
585,0.001
586,0.001
587,0.002
588,0.001
589,0.001
590,0.001
591,0.001
592,0.002
593,0.001
594,0.001
595,0.001
596,0.001
597,0.001
598,0.001
599,0.001
600,0.001
601,0.001
602,0.001
603,0.001
604,0.001
605,0.001
606,0.002
607,0.002
608,0.001
609,0.001
610,0.001
611,0.002
612,0.001
613,0.001
614,0.001
615,0.001
616,0.001
617,0.001
618,0.001
619,0.001
620,0.001
621,0.001
622,0.001
623,0.001
624,0.001
625,0.001
626,0.001
627,0.001
628,0.001
629,0.002
630,0.001
631,0.001
632,0.001
633,0.001
634,0.001
635,0.002
636,0.001
637,0.001
638,0.001
639,0.001
640,0.001
641,0.001
642,0.001
643,0.001
644,0.002
645,0.002
646,0.001
647,0.002
648,0.001
649,0.001
650,0.001
651,0.001
652,0.002
653,0.001
654,0.001
655,0.003
656,0.001
657,0.002
658,0.002
659,0.001
660,0.001
661,0.001
662,0.001
663,0.001
664,0.001
665,0.001
666,0.002
667,0.002
668,0.002
669,0.001
670,0.001
671,0.001
672,0.001
673,0.001
674,0.001
675,0.001
676,0.001
677,0.002
678,0.002
679,0.001
680,0.001
681,0.001
682,0.001
683,0.001
684,0.001
685,0.001
686,0.001
687,0.001
688,0.002
689,0.001
690,0.002
691,0.001
692,0.002
693,0.001
694,0.001
695,0.002
696,0.002
697,0.001
698,0.001
699,0.001
700,0.001
701,0.001
702,0.002
703,0.001
704,0.001
705,0.001
706,0.001
707,0.002
708,0.001
709,0.002
710,0.001
711,0.002
712,0.001
713,0.001
714,0.001
715,0.001
716,0.002
717,0.002
718,0.002
719,0.002
720,0.001
721,0.001
722,0.002
723,0.003
724,0.001
725,0.001
726,0.001
727,0.001
728,0.001
729,0.002
730,0.002
731,0.001
732,0.002
733,0.001
734,0.001
735,0.002
736,0.002
737,0.001
738,0.002
739,0.001
740,0.001
741,0.002
742,0.002
743,0.001
744,0.001
745,0.002
746,0.001
747,0.001
748,0.002
749,0.001
750,0.002
751,0.001
752,0.001
753,0.001
754,0.001
755,0.001
756,0.001
757,0.001
758,0.001
759,0.001
760,0.001
761,0.002
762,0.002
763,0.001
764,0.001
765,0.002
766,0.001
767,0.001
768,0.001
769,0.002
770,0.002
771,0.002
772,0.002
773,0.002
774,0.002
775,0.002
776,0.001
777,0.001
778,0.003
779,0.001
780,0.002
781,0.002
782,0.001
783,0.002
784,0.001
785,0.001
786,0.002
787,0.001
788,0.001
789,0.002
790,0.001
791,0.002
792,0.001
793,0.001
794,0.001
795,0.001
796,0.002
797,0.002
798,0.001
799,0.002
800,0.002
801,0.001
802,0.002
803,0.004
804,0.001
805,0.002
806,0.001
807,0.001
808,0.002
809,0.002
810,0.002
811,0.001
812,0.002
813,0.002
814,0.001
815,0.002
816,0.002
817,0.002
818,0.001
819,0.001
820,0.001
821,0.001
822,0.002
823,0.002
824,0.001
825,0.002
826,0.002
827,0.002
828,0.001
829,0.002
830,0.002
831,0.001
832,0.001
833,0.001
834,0.001
835,0.001
836,0.001
837,0.002
838,0.001
839,0.001
840,0.001
841,0.001
842,0.002
843,0.001
844,0.002
845,0.001
846,0.001
847,0.002
848,0.002
849,0.003
850,0.002
851,0.001
852,0.002
853,0.001
854,0.001
855,0.002
856,0.002
857,0.002
858,0.002
859,0.001
860,0.001
861,0.001
862,0.001
863,0.001
864,0.001
865,0.001
866,0.002
867,0.001
868,0.002
869,0.001
870,0.002
871,0.002
872,0.002
873,0.002
874,0.001
875,0.002
876,0.003
877,0.001
878,0.002
879,0.002
880,0.001
881,0.002
882,0.002
883,0.002
884,0.003
885,0.001
886,0.002
887,0.002
888,0.001
889,0.001
890,0.001
891,0.002
892,0.001
893,0.001
894,0.001
895,0.001
896,0.001
897,0.002
898,0.001
899,0.002
900,0.001
901,0.002
902,0.002
903,0.001
904,0.002
905,0.001
906,0.002
907,0.002
908,0.001
909,0.001
910,0.002
911,0.001
912,0.001
913,0.001
914,0.002
915,0.002
916,0.002
917,0.001
918,0.003
919,0.001
920,0.002
921,0.002
922,0.001
923,0.001
924,0.001
925,0.002
926,0.001
927,0.002
928,0.002
929,0.002
930,0.001
931,0.002
932,0.002
933,0.001
934,0.001
935,0.001
