Iteration,Time (s)
1,0.004
2,0.004
3,0.004
4,0.004
5,0.005
6,0.005
7,0.005
8,0.004
9,0.004
10,0.004
11,0.004
12,0.004
13,0.004
14,0.004
15,0.005
16,0.003
17,0.004
18,0.005
19,0.004
20,0.004
21,0.004
22,0.005
23,0.005
24,0.005
25,0.004
26,0.005
27,0.005
28,0.005
29,0.004
30,0.004
31,0.004
32,0.004
33,0.004
34,0.005
35,0.004
36,0.005
37,0.005
38,0.005
39,0.004
40,0.005
41,0.004
42,0.005
43,0.004
44,0.004
45,0.004
46,0.004
47,0.003
48,0.004
49,0.004
50,0.004
51,0.004
52,0.004
53,0.004
54,0.003
55,0.004
56,0.003
57,0.003
58,0.003
59,0.004
60,0.004
61,0.004
62,0.003
63,0.003
64,0.003
65,0.004
66,0.003
67,0.003
68,0.003
69,0.004
70,0.004
71,0.004
72,0.004
73,0.004
74,0.004
75,0.004
76,0.004
77,0.004
78,0.004
79,0.004
80,0.003
81,0.003
82,0.005
83,0.003
84,0.003
85,0.004
86,0.004
87,0.004
88,0.005
89,0.005
90,0.005
91,0.005
92,0.011
93,0.005
94,0.006
95,0.005
96,0.004
97,0.005
98,0.006
99,0.005
100,0.005
101,0.005
102,0.005
103,0.006
104,0.018
105,0.007
106,0.005
107,0.005
108,0.005
109,0.005
110,0.006
111,0.005
112,0.006
113,0.005
114,0.006
115,0.006
116,0.005
117,0.004
118,0.004
119,0.005
120,0.007
121,0.005
122,0.005
123,0.004
124,0.004
125,0.004
126,0.004
127,0.003
128,0.005
129,0.004
130,0.004
131,0.005
132,0.004
133,0.006
134,0.004
135,0.004
136,0.004
137,0.004
138,0.004
139,0.003
140,0.005
141,0.005
142,0.005
143,0.005
144,0.005
145,0.006
146,0.005
147,0.004
148,0.004
149,0.007
150,0.007
151,0.005
152,0.005
153,0.007
154,0.005
155,0.005
156,0.005
157,0.005
158,0.004
159,0.007
160,0.004
161,0.005
162,0.005
163,0.004
164,0.004
165,0.005
166,0.005
167,0.005
168,0.005
169,0.005
170,0.006
171,0.006
172,0.005
173,0.004
174,0.006
175,0.007
176,0.004
177,0.006
178,0.006
179,0.004
180,0.005
181,0.007
182,0.004
183,0.007
184,0.006
185,0.004
186,0.005
187,0.005
188,0.006
189,0.006
190,0.005
191,0.006
192,0.016
193,0.013
194,0.005
195,0.005
196,0.005
197,0.006
198,0.005
199,0.005
200,0.007
201,0.005
202,0.005
203,0.005
204,0.005
205,0.004
206,0.006
207,0.006
208,0.005
209,0.005
210,0.005
211,0.004
212,0.004
213,0.004
214,0.005
215,0.005
216,0.004
217,0.006
218,0.004
219,0.004
220,0.006
221,0.005
222,0.004
223,0.004
224,0.005
225,0.005
226,0.005
227,0.004
228,0.005
229,0.005
230,0.006
231,0.004
232,0.004
233,0.005
234,0.005
235,0.004
236,0.005
237,0.006
238,0.005
239,0.005
240,0.004
241,0.004
242,0.004
243,0.004
244,0.021
245,0.004
246,0.006
247,0.005
248,0.004
249,0.005
250,0.004
251,0.005
252,0.004
253,0.004
254,0.005
255,0.004
256,0.004
257,0.004
258,0.005
259,0.004
260,0.005
261,0.004
262,0.004
263,0.004
264,0.004
265,0.005
266,0.004
267,0.023
268,0.005
269,0.005
270,0.004
271,0.005
272,0.005
273,0.004
274,0.005
275,0.004
276,0.009
277,0.004
278,0.004
279,0.004
280,0.004
281,0.004
282,0.004
283,0.004
284,0.005
285,0.005
286,0.004
287,0.005
288,0.004
289,0.005
290,0.005
291,0.004
292,0.004
293,0.005
294,0.004
295,0.005
296,0.005
297,0.006
298,0.004
299,0.004
300,0.005
301,0.004
302,0.004
303,0.004
304,0.005
305,0.004
306,0.005
307,0.004
308,0.004
