Iteration,Time (s)
1,0.002
2,0.002
3,0.002
4,0.002
5,0.002
6,0.003
7,0.002
8,0.002
9,0.002
10,0.002
11,0.002
12,0.002
13,0.002
14,0.002
15,0.002
16,0.004
17,0.003
18,0.004
19,0.002
20,0.002
21,0.002
22,0.002
23,0.003
24,0.002
25,0.002
26,0.003
27,0.003
28,0.003
29,0.002
30,0.002
31,0.002
32,0.002
33,0.002
34,0.002
35,0.002
36,0.002
37,0.002
38,0.003
39,0.003
40,0.003
41,0.002
42,0.002
43,0.003
44,0.002
45,0.002
46,0.002
47,0.002
48,0.002
49,0.002
50,0.002
51,0.002
52,0.002
53,0.002
54,0.002
55,0.002
56,0.002
57,0.002
58,0.002
59,0.002
60,0.002
61,0.002
62,0.002
63,0.002
64,0.002
65,0.002
66,0.002
67,0.002
68,0.002
69,0.002
70,0.002
71,0.002
72,0.002
73,0.002
74,0.002
75,0.003
76,0.002
77,0.002
78,0.003
79,0.002
80,0.002
81,0.002
82,0.002
83,0.003
84,0.002
85,0.003
86,0.003
87,0.003
88,0.002
89,0.002
90,0.003
91,0.002
92,0.004
93,0.003
94,0.003
95,0.005
96,0.003
97,0.003
98,0.003
99,0.005
100,0.003
101,0.004
102,0.003
103,0.004
104,0.002
105,0.002
106,0.004
107,0.003
108,0.003
109,0.004
110,0.003
111,0.005
112,0.002
113,0.004
114,0.003
115,0.003
116,0.002
117,0.002
118,0.003
119,0.002
120,0.004
121,0.004
122,0.004
123,0.003
124,0.002
125,0.002
126,0.002
127,0.002
128,0.003
129,0.002
130,0.003
131,0.002
132,0.003
133,0.005
134,0.004
135,0.004
136,0.003
137,0.002
138,0.002
139,0.002
140,0.003
141,0.003
142,0.003
143,0.003
144,0.002
145,0.002
146,0.002
147,0.002
148,0.002
149,0.003
150,0.003
151,0.004
152,0.002
153,0.005
154,0.003
155,0.003
156,0.003
157,0.003
158,0.004
159,0.003
160,0.003
161,0.003
162,0.003
163,0.003
164,0.002
165,0.002
166,0.002
167,0.003
168,0.003
169,0.002
170,0.003
171,0.003
172,0.003
173,0.003
174,0.003
175,0.003
176,0.004
177,0.003
178,0.002
179,0.003
180,0.002
181,0.004
182,0.004
183,0.004
184,0.004
185,0.003
186,0.003
187,0.003
188,0.003
189,0.004
190,0.003
191,0.002
192,0.011
193,0.003
194,0.003
195,0.004
196,0.003
197,0.003
198,0.003
199,0.002
200,0.002
201,0.003
202,0.003
203,0.003
204,0.003
205,0.005
206,0.004
207,0.003
208,0.002
209,0.003
210,0.002
211,0.003
212,0.003
213,0.003
214,0.003
215,0.002
216,0.002
217,0.003
218,0.003
219,0.002
220,0.003
221,0.002
222,0.003
223,0.003
224,0.002
225,0.003
226,0.005
227,0.003
228,0.003
229,0.003
230,0.003
231,0.002
232,0.002
233,0.003
234,0.003
235,0.003
236,0.003
237,0.003
238,0.002
239,0.002
240,0.003
241,0.004
242,0.003
243,0.002
244,0.003
245,0.003
246,0.002
247,0.003
248,0.003
249,0.002
250,0.004
251,0.002
252,0.004
253,0.003
254,0.003
255,0.002
256,0.002
257,0.002
258,0.003
259,0.003
260,0.003
261,0.002
262,0.002
263,0.003
264,0.003
265,0.002
266,0.002
267,0.002
268,0.003
269,0.003
270,0.002
271,0.002
272,0.003
273,0.003
274,0.003
275,0.002
276,0.003
277,0.002
278,0.002
279,0.003
280,0.002
281,0.003
282,0.003
283,0.002
284,0.004
285,0.003
286,0.002
287,0.003
288,0.003
289,0.002
290,0.002
291,0.003
292,0.003
293,0.002
294,0.002
295,0.002
296,0.003
297,0.003
298,0.004
299,0.006
300,0.002
301,0.003
302,0.003
303,0.002
304,0.002
305,0.003
306,0.002
307,0.003
308,0.003
309,0.004
310,0.002
311,0.002
312,0.003
313,0.002
314,0.002
315,0.003
316,0.003
317,0.002
318,0.002
319,0.003
320,0.002
321,0.002
322,0.003
323,0.003
324,0.002
325,0.002
326,0.003
327,0.002
328,0.002
329,0.004
330,0.004
331,0.002
332,0.002
333,0.002
334,0.002
335,0.002
336,0.003
337,0.004
338,0.003
339,0.003
340,0.002
341,0.002
342,0.003
343,0.002
344,0.005
345,0.003
346,0.002
347,0.002
348,0.002
349,0.003
350,0.003
351,0.003
352,0.003
353,0.003
354,0.003
355,0.003
356,0.003
357,0.002
358,0.002
359,0.002
360,0.002
361,0.003
362,0.003
363,0.002
364,0.002
365,0.003
366,0.003
367,0.002
368,0.002
369,0.003
370,0.003
371,0.002
372,0.002
373,0.003
374,0.003
375,0.002
376,0.002
377,0.003
