Iteration,Time (s)
1,1.341
2,0.443
3,0.42
4,0.432
5,0.489
6,0.533
7,0.445
8,0.585
9,0.497
10,0.471
11,0.395
12,0.427
13,0.439
14,0.384
15,0.452
16,0.463
17,0.377
18,0.437
19,0.557
20,0.443
21,0.458
22,0.43
23,0.432
24,0.592
25,0.405
26,0.424
27,0.741
28,0.501
29,0.452
30,0.392
31,0.399
32,0.395
33,0.391
34,0.428
35,0.394
36,0.449
37,0.445
38,0.443
39,0.43
40,0.44
41,0.417
42,0.413
43,0.427
44,0.436
45,0.454
46,0.412
47,0.402
48,0.418
49,0.403
50,0.412
51,0.412
52,0.392
53,0.409
54,0.403
55,0.416
56,0.395
57,0.388
58,0.417
59,0.411
60,0.406
61,0.408
62,0.426
63,0.376
64,0.39
65,0.404
66,0.431
67,0.416
68,0.458
69,0.42
70,0.43
71,0.422
72,0.445
73,0.43
74,0.416
75,0.458
76,0.413
77,0.422
78,0.426
79,0.434
80,0.407
81,0.425
82,0.389
83,0.39
84,0.402
85,0.399
86,0.419
87,0.416
88,0.413
89,0.427
90,0.372
91,0.415
92,0.385
93,0.433
94,0.402
95,0.394
96,0.393
97,0.386
98,0.386
99,0.428
100,0.492
101,0.41
102,0.414
103,0.418
104,0.409
105,0.437
106,0.442
107,0.431
108,0.393
109,0.429
110,0.443
111,0.39
112,0.398
113,0.426
114,0.415
115,0.435
116,0.398
117,0.377
118,0.412
119,0.423
120,0.388
121,0.419
122,0.397
123,0.414
124,0.395
125,0.381
126,0.421
127,0.423
128,0.401
129,0.4
130,0.376
131,0.419
132,0.426
133,0.442
134,0.413
135,0.414
136,0.437
137,0.447
138,0.441
139,0.424
140,0.432
141,0.489
142,0.442
143,0.414
144,0.405
145,0.378
146,0.372
147,0.389
148,0.388
149,0.399
150,0.4
151,0.405
152,0.39
153,0.437
154,0.394
155,0.402
156,0.413
157,0.383
158,0.399
159,0.407
160,0.399
161,0.406
162,0.375
163,0.42
164,0.425
165,0.404
166,0.422
167,0.425
168,0.464
169,0.458
170,0.415
171,0.426
172,0.435
173,0.409
174,0.433
175,0.442
176,0.427
177,0.398
178,0.408
179,0.398
180,0.37
181,0.406
182,0.437
183,0.41
184,0.397
185,0.428
186,0.386
187,0.415
188,0.372
189,0.404
190,0.397
191,0.437
192,0.412
193,0.407
194,0.386
195,0.406
196,0.477
197,0.447
198,0.464
199,0.425
200,0.409
201,0.442
202,0.391
203,0.422
204,0.42
205,0.423
206,0.414
207,0.44
208,0.451
209,0.402
210,0.444
211,0.42
212,0.399
213,0.383
214,0.42
215,0.424
216,0.409
217,0.43
218,0.459
219,0.396
220,0.413
221,0.396
222,0.39
223,0.41
224,0.394
225,0.459
226,0.424
227,0.41
228,0.439
229,0.416
230,0.434
231,0.43
232,0.405
233,0.398
234,0.427
235,0.407
236,0.401
237,0.413
238,0.385
239,0.433
240,0.423
241,0.453
242,0.44
243,0.464
244,0.418
245,0.438
246,0.435
247,0.434
248,0.383
249,0.386
250,0.432
251,0.438
252,0.405
253,0.401
254,0.414
255,0.4
256,0.378
257,0.409
258,0.425
259,0.419
260,0.409
261,0.415
262,0.395
263,0.421
264,0.395
265,0.414
266,0.396
267,0.413
268,0.408
269,0.449
270,0.432
271,0.441
272,0.433
273,0.414
274,0.439
275,0.443
276,0.446
277,0.508
278,0.441
279,0.464
280,0.439
281,0.376
282,0.406
283,0.404
284,0.403
285,0.406
286,0.374
287,0.408
288,0.412
289,0.398
290,0.397
291,0.403
292,0.394
293,0.376
294,0.417
295,0.419
296,0.415
297,0.403
298,0.418
299,0.422
300,0.432
301,0.428
302,0.43
303,0.45
304,0.436
305,0.437
306,0.443
307,0.406
308,0.404
309,0.411
310,0.431
311,0.396
312,0.427
313,0.405
314,0.405
315,0.43
316,0.418
317,0.425
318,0.391
319,0.394
320,0.401
321,0.402
322,0.398
323,0.389
324,0.4
325,0.387
326,0.364
327,0.386
328,0.403
329,0.408
330,0.394
331,0.387
332,0.418
333,0.416
334,0.402
335,0.425
336,0.425
337,0.436
338,0.43
339,0.432
340,0.441
341,0.417
342,0.426
343,0.427
344,0.468
345,0.439
346,0.405
347,0.382
348,0.378
349,0.376
350,0.393
351,0.394
352,0.398
353,0.424
354,0.4
355,0.398
356,0.411
357,0.398
358,0.374
359,0.42
360,0.426
361,0.394
362,0.406
363,0.396
364,0.4
365,0.409
366,0.404
367,0.41
368,0.402
369,0.403
370,0.422
371,0.412
372,0.474
373,0.424
374,0.423
375,0.411
376,0.4
377,0.418
378,0.421
379,0.414
380,0.43
381,0.428
382,0.383
383,0.396
384,0.392
385,0.392
386,0.386
387,0.437
388,0.43
389,0.41
390,0.41
391,0.41
392,0.383
393,0.429
394,0.39
395,0.398
396,0.389
397,0.391
398,0.434
399,0.425
400,0.406
401,0.458
402,0.414
403,0.415
404,0.381
405,0.438
406,0.402
407,0.436
408,0.402
409,0.421
410,0.42
411,0.394
412,0.397
413,0.386
414,0.403
415,0.382
416,0.429
417,0.428
418,0.419
419,0.398
