Iteration,Time (s)
1,0.002
2,0.002
3,0.002
4,0.001
5,0.002
6,0.002
7,0.002
8,0.002
9,0.002
10,0.002
11,0.002
12,0.003
13,0.002
14,0.001
15,0.002
16,0.002
17,0.002
18,0.002
19,0.002
20,0.002
21,0.002
22,0.003
23,0.002
24,0.002
25,0.003
26,0.002
27,0.002
28,0.002
29,0.002
30,0.002
31,0.002
32,0.002
33,0.002
34,0.001
35,0.002
36,0.001
37,0.001
38,0.004
39,0.003
40,0.002
41,0.003
42,0.002
43,0.002
44,0.003
45,0.002
46,0.002
47,0.002
48,0.001
49,0.003
50,0.002
51,0.002
52,0.002
53,0.002
54,0.002
55,0.004
56,0.002
57,0.004
58,0.002
59,0.002
60,0.002
61,0.003
62,0.003
63,0.001
64,0.002
65,0.002
66,0.002
67,0.002
68,0.002
69,0.002
70,0.003
71,0.003
72,0.002
73,0.002
74,0.001
75,0.002
76,0.003
77,0.003
78,0.002
79,0.001
80,0.002
81,0.003
82,0.003
83,0.002
84,0.003
85,0.002
86,0.003
87,0.002
88,0.003
89,0.001
90,0.002
91,0.002
92,0.002
93,0.003
94,0.002
95,0.002
96,0.002
97,0.002
98,0.001
99,0.002
100,0.004
101,0.002
102,0.003
103,0.003
104,0.003
105,0.002
106,0.002
107,0.001
108,0.001
109,0.003
110,0.003
111,0.003
112,0.003
113,0.003
114,0.002
115,0.002
116,0.001
117,0.002
118,0.002
119,0.003
120,0.001
121,0.002
122,0.002
123,0.004
124,0.002
125,0.002
126,0.002
127,0.003
128,0.003
129,0.004
130,0.003
131,0.002
132,0.001
133,0.003
134,0.001
135,0.002
136,0.002
137,0.002
138,0.002
139,0.003
140,0.003
141,0.002
142,0.002
143,0.003
144,0.002
145,0.003
146,0.002
147,0.002
148,0.003
149,0.002
150,0.002
151,0.002
152,0.001
153,0.003
154,0.003
155,0.002
156,0.003
157,0.002
158,0.002
159,0.001
160,0.003
161,0.002
162,0.002
163,0.003
164,0.003
165,0.001
166,0.001
167,0.002
168,0.001
169,0.001
170,0.001
171,0.001
172,0.001
173,0.002
174,0.002
175,0.002
176,0.002
177,0.002
178,0.002
179,0.001
180,0.001
181,0.002
182,0.001
183,0.003
184,0.002
185,0.003
186,0.002
187,0.003
188,0.003
189,0.002
190,0.002
191,0.001
192,0.001
193,0.001
194,0.001
195,0.002
196,0.002
197,0.001
198,0.001
199,0.002
200,0.003
201,0.002
202,0.002
203,0.002
204,0.003
205,0.002
206,0.002
207,0.003
208,0.002
209,0.002
210,0.001
211,0.002
212,0.002
213,0.002
214,0.002
215,0.003
216,0.002
217,0.002
218,0.002
219,0.002
220,0.001
221,0.002
222,0.001
223,0.002
224,0.002
225,0.001
226,0.002
227,0.002
228,0.001
229,0.002
230,0.002
231,0.002
232,0.002
233,0.002
234,0.002
235,0.002
236,0.002
237,0.002
238,0.001
239,0.003
240,0.002
241,0.002
242,0.001
243,0.001
244,0.002
245,0.002
246,0.003
247,0.001
248,0.001
249,0.002
250,0.002
251,0.002
252,0.002
253,0.002
254,0.002
255,0.002
256,0.002
257,0.002
258,0.002
259,0.002
260,0.003
261,0.002
262,0.002
263,0.002
264,0.003
265,0.002
266,0.002
267,0.001
268,0.001
269,0.002
270,0.002
271,0.002
272,0.002
273,0.002
274,0.002
275,0.002
276,0.001
277,0.002
278,0.002
279,0.002
280,0.002
281,0.002
282,0.002
283,0.002
284,0.002
285,0.002
286,0.001
287,0.001
288,0.001
289,0.002
290,0.002
291,0.002
292,0.002
293,0.001
294,0.002
295,0.001
296,0.002
297,0.003
298,0.001
299,0.001
300,0.002
301,0.001
302,0.003
303,0.002
304,0.003
305,0.002
306,0.003
307,0.002
308,0.002
309,0.001
310,0.002
311,0.001
312,0.002
313,0.001
314,0.001
315,0.002
316,0.002
317,0.002
318,0.002
319,0.001
320,0.001
321,0.002
322,0.002
323,0.002
324,0.002
325,0.002
326,0.002
327,0.002
328,0.003
329,0.003
330,0.001
331,0.003
332,0.002
333,0.002
334,0.002
335,0.003
336,0.002
337,0.002
338,0.001
339,0.002
340,0.003
341,0.002
342,0.002
343,0.002
344,0.002
345,0.002
346,0.002
347,0.001
348,0.002
349,0.002
350,0.003
351,0.002
352,0.001
353,0.002
354,0.002
355,0.003
356,0.002
357,0.002
358,0.003
359,0.002
360,0.002
361,0.002
362,0.003
363,0.002
364,0.002
365,0.002
366,0.002
367,0.002
368,0.002
369,0.003
370,0.002
371,0.001
372,0.002
373,0.001
374,0.002
375,0.002
376,0.002
377,0.002
