Iteration,Time (ms)
322,0.121
323,0.122
324,0.121
325,0.124
326,0.12
327,0.119
328,0.122
329,0.119
330,0.119
331,0.122
332,0.121
333,0.121
334,0.128
335,0.121
336,0.121
337,0.124
338,0.138
339,0.121
340,0.122
341,0.122
342,0.12
343,0.122
344,0.126
345,0.122
346,0.125
347,0.119
348,0.122
349,0.122
350,0.124
351,0.121
352,0.122
353,0.121
354,0.119
355,0.118
356,0.12
357,0.12
358,0.122
359,0.121
360,0.12
361,0.121
362,0.119
363,0.119
364,0.122
365,0.121
366,0.113
367,0.124
368,0.126
369,0.121
370,0.12
371,0.129
372,0.116
373,0.116
374,0.119
375,0.121
376,0.127
377,0.138
378,0.127
379,0.127
380,0.122
381,0.129
382,0.119
383,0.119
384,0.12
385,0.122
386,0.124
387,0.125
388,0.119
389,0.124
390,0.127
391,0.127
392,0.122
393,0.12
394,0.127
395,0.123
396,0.123
397,0.13
398,0.125
399,0.122
400,0.119
401,0.122
402,0.121
403,0.125
404,0.121
405,0.124
406,0.126
407,0.119
408,0.121
409,0.124
410,0.121
411,0.119
412,0.119
413,0.125
414,0.119
415,0.123
416,0.122
417,0.122
418,0.119
419,0.121
420,0.119
421,0.119
422,0.12
423,0.119
424,0.12
425,0.124
426,0.121
427,0.119
428,0.123
429,0.121
430,0.117
431,0.12
432,0.12
433,0.118
434,0.12
435,0.12
436,0.121
437,0.119
438,0.121
439,0.118
440,0.129
441,0.133
442,0.125
443,0.152
444,0.135
445,0.122
446,0.118
447,0.123
448,0.122
449,0.12
450,0.121
451,0.119
452,0.122
453,0.121
454,0.122
455,0.123
456,0.121
457,0.118
458,0.121
459,0.119
460,0.122
461,0.121
462,0.122
463,0.122
464,0.129
465,0.122
466,0.12
467,0.12
468,0.121
469,0.121
470,0.121
471,0.118
472,0.123
473,0.121
474,0.12
475,0.119
476,0.122
477,0.121
478,0.122
479,0.122
480,0.125
481,0.122
482,0.117
483,0.123
484,0.119
485,0.123
486,0.121
487,0.123
488,0.118
489,0.12
490,0.127
491,0.121
492,0.123
493,0.123
494,0.119
495,0.122
496,0.12
497,0.12
498,0.124
499,0.12
500,0.12
501,0.12
502,0.121
503,0.128
504,0.135
505,0.127
506,0.131
507,0.119
508,0.12
509,0.121
510,0.119
511,0.118
512,0.155
513,0.158
514,0.129
515,0.121
516,0.122
517,0.119
518,0.12
519,0.12
520,0.124
521,0.12
522,0.13
523,0.12
524,0.121
525,0.121
526,0.121
527,0.123
528,0.119
529,0.121
530,0.118
531,0.121
532,0.12
533,0.123
534,0.118
535,0.121
536,0.121
537,0.123
538,0.119
539,0.12
540,0.119
541,0.127
542,0.118
543,0.121
544,0.118
545,0.121
546,0.12
547,0.12
548,0.123
549,0.12
550,0.12
551,0.119
552,0.121
553,0.122
554,0.118
555,0.122
556,0.12
557,0.122
558,0.12
559,0.121
560,0.121
561,0.121
562,0.119
563,0.121
564,0.119
565,0.119
566,0.12
567,0.12
568,0.124
569,0.119
570,0.121
571,0.121
572,0.12
573,0.119
574,0.122
575,0.121
576,0.121
577,0.121
578,0.126
579,0.119
580,0.127
581,0.124
582,0.129
583,0.156
584,0.125
585,0.119
586,0.12
587,0.121
588,0.124
589,0.12
590,0.12
591,0.119
592,0.125
593,0.12
594,0.121
595,0.119
596,0.12
597,0.119
598,0.122
599,0.12
600,0.119
601,0.121
602,0.121
603,0.12
604,0.123
605,0.12
606,0.121
607,0.208
608,0.128
609,0.132
610,0.126
611,0.128
612,0.127
613,0.133
614,0.131
615,0.122
616,0.12
617,0.12
618,0.126
619,0.121
620,0.125
621,0.121
622,0.121
623,0.118
624,0.119
625,0.121
626,0.123
627,0.118
628,0.122
629,0.122
630,0.123
631,0.12
632,0.12
633,0.121
634,0.122
635,0.121
636,0.12
637,0.12
638,0.119
639,0.118
640,0.118
641,0.121
642,0.122
643,0.123
644,0.119
645,0.123
646,0.121
647,0.119
648,0.12
649,0.118
650,0.122
651,0.15
652,0.146
653,0.127
654,0.12
655,0.124
656,0.119
657,0.121
658,0.119
659,0.121
660,0.121
661,0.122
662,0.118
663,0.12
664,0.122
665,0.119
666,0.119
667,0.123
668,0.119
669,0.12
670,0.122
671,0.12
672,0.121
673,0.121
674,0.12
675,0.12
676,0.122
677,0.121
678,0.121
679,0.123
680,0.121
681,0.124
682,0.122
683,0.12
684,0.123
685,0.121
686,0.12
687,0.121
688,0.122
689,0.122
690,0.12
691,0.122
692,0.122
693,0.122
694,0.124
695,0.128
696,0.126
697,0.134
698,0.117
699,0.122
700,0.122
701,0.122
702,0.12
703,0.121
704,0.119
705,0.121
706,0.12
707,0.144
708,0.124
709,0.122
710,0.12
711,0.122
712,0.12
713,0.119
714,0.121
715,0.12
716,0.121
717,0.12
718,0.12
719,0.123
720,0.12
721,0.13
722,0.161
723,0.127
724,0.122
725,0.123
726,0.123
727,0.122
728,0.119
729,0.121
730,0.12
731,0.123
732,0.121
733,0.121
734,0.12
735,0.12
736,0.12
737,0.12
738,0.12
739,0.12
740,0.122
741,0.123
742,0.119
743,0.121
744,0.119
745,0.12
746,0.119
747,0.121
748,0.121
749,0.124
750,0.122
751,0.12
752,0.121
753,0.119
754,0.122
755,0.121
756,0.12
757,0.121
758,0.12
759,0.122
760,0.119
761,0.12
762,0.12
763,0.121
764,0.12
765,0.121
766,0.119
767,0.121
768,0.118
769,0.121
770,0.121
771,0.12
772,0.121
773,0.118
774,0.121
775,0.121
776,0.122
777,0.121
778,0.122
779,0.119
780,0.121
781,0.119
782,0.123
783,0.121
784,0.122
785,0.128
786,0.122
787,0.12
788,0.119
789,0.119
790,0.12
791,0.152
792,0.149
793,0.132
794,0.121
795,0.122
796,0.122
797,0.179
798,0.123
799,0.193
800,0.173
801,0.156
802,0.131
803,0.12
804,0.126
805,0.122
806,0.123
807,0.124
808,0.122
809,0.123
810,0.12
811,0.124
812,0.121
813,0.12
814,0.122
815,0.121
816,0.124
817,0.127
818,0.123
819,0.118
820,0.121
821,0.119
822,0.121
823,0.12
824,0.122
825,0.122
826,0.123
827,0.121
828,0.121
829,0.126
830,0.119
831,0.12
832,0.121
833,0.124
834,0.122
835,0.128
836,0.117
837,0.121
838,0.119
839,0.122
840,0.118
841,0.122
842,0.121
843,0.119
844,0.128
845,0.12
846,0.118
847,0.122
848,0.123
849,0.12
850,0.117
851,0.12
852,0.121
853,0.121
854,0.119
855,0.121
856,0.123
857,0.123
858,0.12
859,0.122
860,0.15
861,0.158
862,0.127
863,0.121
864,0.121
865,0.123
866,0.12
867,0.121
868,0.12
869,0.125
870,0.121
871,0.12
872,0.119
873,0.118
874,0.121
875,0.123
876,0.12
877,0.119
878,0.12
879,0.123
880,0.119
881,0.121
882,0.12
883,0.122
884,0.118
885,0.121
886,0.119
887,0.124
888,0.121
889,0.121
890,0.119
891,0.12
892,0.121
893,0.122
894,0.122
895,0.12
896,0.123
897,0.119
898,0.118
899,0.122
900,0.122
901,0.12
902,0.124
903,0.121
904,0.12
905,0.121
906,0.117
907,0.12
908,0.116
909,0.119
910,0.118
911,0.121
912,0.12
913,0.121
914,0.13
915,0.127
916,0.125
917,0.123
918,0.121
919,0.12
920,0.125
921,0.12
922,0.121
923,0.121
924,0.12
925,0.12
926,0.121
927,0.121
928,0.123
929,0.118
930,0.122
931,0.149
932,0.133
933,0.122
934,0.122
935,0.123
936,0.121
937,0.12
938,0.12
939,0.12
940,0.12
941,0.119
942,0.119
943,0.119
944,0.12
945,0.122
946,0.121
947,0.125
948,0.122
949,0.121
950,0.124
951,0.119
952,0.102
953,0.101
954,0.102
955,0.103
956,0.107
957,0.111
958,0.12
959,0.133
960,0.125
961,0.126
962,0.154
963,0.123
964,0.159
965,0.122
966,0.122
967,0.116
968,0.189
969,0.118
970,0.175
971,0.121
972,0.137
973,0.19
974,0.124
975,0.12
976,0.119
977,0.121
978,0.181
979,0.16
980,0.122
981,0.122
982,0.118
983,0.117
984,0.115
985,0.146
986,0.116
987,0.119
988,0.115
989,0.117
990,0.118
991,0.117
992,0.118
993,0.128
994,0.118
995,0.12
996,0.123
997,0.12
998,0.121
999,0.119
1000,0.118
