1,0.006
2,0.003
3,0.003
4,0.003
5,0.002
6,0.004
7,0.004
8,0.002
9,0.003
10,0.002
11,0.004
12,0.002
13,0.004
14,0.002
15,0.003
16,0.002
17,0.002
18,0.003
19,0.004
20,0.002
21,0.002
22,0.003
23,0.004
24,0.002
25,0.003
26,0.004
27,0.003
28,0.002
29,0.004
30,0.004
31,0.002
32,0.002
33,0.002
34,0.003
35,0.003
36,0.003
37,0.003
38,0.002
39,0.002
40,0.003
41,0.005
42,0.007
43,0.005
44,0.007
45,0.004
46,0.003
47,0.006
48,0.005
49,0.004
50,0.006
51,0.005
52,0.003
53,0.001
54,0.003
55,0.003
56,0.002
57,0.007
58,0.005
59,0.004
60,0.002
61,0.003
62,0.004
63,0.002
64,0.002
65,0.002
66,0.003
67,0.002
68,0.002
69,0.001
70,0.003
71,0.004
72,0.003
73,0.002
74,0.002
75,0.002
76,0.001
77,0.005
78,0.007
79,0.004
80,0.002
81,0.005
82,0.004
83,0.003
84,0.002
85,0.003
86,0.002
87,0.006
88,0.003
89,0.002
90,0.002
91,0.002
92,0.002
93,0.003
94,0.003
95,0.002
96,0.002
97,0.003
98,0.002
99,0.001
100,0.003
101,0.004
102,0.002
103,0.002
104,0.002
105,0.002
106,0.003
107,0.005
108,0.003
109,0.002
110,0.002
111,0.003
112,0.003
113,0.002
114,0.002
115,0.003
116,0.003
117,0.002
118,0.001
119,0.002
120,0.003
121,0.002
122,0.002
123,0.002
124,0.002
125,0.003
126,0.003
127,0.002
128,0.004
129,0.003
130,0.003
131,0.002
132,0.003
133,0.002
134,0.003
135,0.002
136,0.003
137,0.002
138,0.003
139,0.002
140,0.002
141,0.003
142,0.003
143,0.003
144,0.002
145,0.003
146,0.003
147,0.007
148,0.004
149,0.005
150,0.005
151,0.005
152,0.002
153,0.002
154,0.005
155,0.004
156,0.002
157,0.003
158,0.002
159,0.002
160,0.006
161,0.003
162,0.002
163,0.002
164,0.002
165,0.003
166,0.004
167,0.001
168,0.001
169,0.005
170,0.004
171,0.004
172,0.002
173,0.004
174,0.004
175,0.002
176,0.002
177,0.002
178,0.001
179,0.002
180,0.002
181,0.002
182,0.005
183,0.002
184,0.002
185,0.002
186,0.002
187,0.002
188,0.006
189,0.002
190,0.002
191,0.006
192,0.003
193,0.002
194,0.002
195,0.003
196,0.003
197,0.004
198,0.003
199,0.001
200,0.005
201,0.002
202,0.002
203,0.002
204,0.003
205,0.004
206,0.004
207,0.001
208,0.002
209,0.004
210,0.003
211,0.003
212,0.003
213,0.003
214,0.002
215,0.003
216,0.003
217,0.004
218,0.002
219,0.002
220,0.002
221,0.002
