Iteration,Time (s)
1,0.684
2,0.671
3,0.725
4,0.668
5,0.685
6,0.676
7,0.676
8,0.729
9,0.923
10,0.728
11,0.698
12,0.728
13,0.674
14,0.674
15,0.685
16,0.663
17,0.737
18,0.676
19,0.673
20,0.678
21,0.723
22,0.805
23,0.658
24,0.675
25,0.78
26,0.711
27,0.758
28,0.711
29,0.703
30,0.717
31,0.716
32,0.722
33,0.696
34,0.696
35,0.717
36,0.717
37,0.715
38,0.711
39,0.692
40,0.703
41,0.691
42,0.708
43,0.703
44,0.721
45,0.685
46,0.681
47,0.691
48,0.694
49,0.693
50,0.694
51,0.682
52,0.675
53,0.697
54,0.708
55,0.708
56,0.693
57,0.715
58,0.692
59,0.721
60,0.697
61,0.697
62,0.693
63,0.69
64,0.69
65,0.699
66,0.693
67,0.706
68,0.711
69,0.708
70,0.676
71,0.715
72,0.777
73,0.668
74,0.688
75,0.7
76,0.677
77,0.699
78,0.678
79,0.718
80,0.692
81,0.684
82,0.713
83,0.691
84,0.708
85,0.713
86,0.717
87,0.684
88,0.696
89,0.684
90,0.668
91,0.704
92,0.69
93,0.671
94,0.686
95,0.694
96,0.685
97,0.709
98,0.708
99,0.687
100,0.691
101,0.698
102,0.713
103,0.732
104,0.721
105,0.685
106,0.71
107,0.697
108,0.713
109,0.698
110,0.696
111,0.701
112,0.708
113,0.706
114,0.681
115,0.702
116,0.728
117,0.672
118,0.731
119,0.703
120,0.71
121,0.703
122,0.685
123,0.697
124,0.675
125,0.698
126,0.966
127,0.835
128,0.994
129,0.892
130,0.736
131,0.707
132,0.721
133,0.756
134,0.735
135,0.822
136,0.85
137,0.837
138,0.748
139,0.76
140,0.711
141,0.775
142,0.719
143,0.724
144,2.038
145,1.055
146,0.921
147,0.972
148,0.807
149,0.783
150,0.792
151,0.855
152,0.836
153,0.799
154,0.965
155,0.905
156,0.81
157,0.814
158,0.79
159,1.391
160,0.697
161,0.764
162,0.882
163,0.992
164,0.709
165,0.742
166,0.715
167,0.689
168,0.728
169,0.775
170,0.765
171,0.804
172,1.009
173,0.756
174,0.684
175,0.724
176,0.681
177,0.834
178,0.764
179,0.873
180,0.705
181,0.711
182,0.811
183,0.669
184,0.719
185,0.842
186,0.709
187,0.72
188,0.775
189,0.738
190,0.723
191,0.685
192,0.696
193,0.683
194,0.712
195,0.865
196,0.817
197,0.769
198,0.716
199,0.886
200,0.787
201,0.776
202,0.783
203,0.936
204,0.86
205,0.94
206,0.752
207,0.765
208,0.782
209,0.735
210,0.742
211,0.856
212,0.734
213,0.74
214,0.804
215,0.677
216,0.82
217,0.814
218,0.789
219,0.786
220,0.683
221,0.679
222,0.672
223,0.689
224,0.727
225,0.695
226,0.749
227,0.68
228,0.763
229,0.768
230,0.754
231,0.854
232,0.747
233,0.822
234,0.74
235,0.756
236,0.717
237,0.788
238,0.813
239,0.72
240,0.72
241,0.735
242,0.822
243,0.749
244,0.813
245,0.762
246,0.699
247,0.744
248,0.691
249,0.718
250,0.769
251,0.752
252,0.734
253,0.69
254,0.753
255,0.796
256,0.705
257,0.735
258,0.743
259,0.716
260,0.686
261,0.777
262,0.786
263,0.737
264,0.855
265,0.669
266,0.688
267,0.659
268,0.692
269,0.654
270,0.668
271,0.666
272,0.673
273,0.665
274,0.797
275,0.655
276,0.745
277,0.827
278,0.679
279,0.792
280,0.71
281,0.695
282,0.687
283,0.818
284,0.809
285,0.719
286,0.698
287,0.798
288,0.707
289,0.745
290,0.73
291,0.878
292,0.713
293,0.655
294,0.688
295,0.638
296,0.67
297,0.722
298,1.02
299,0.637
300,0.681
301,0.724
302,0.675
303,0.994
304,0.651
305,0.644
306,0.636
307,0.684
308,0.656
309,0.695
310,0.697
311,0.635
312,0.64
313,0.66
314,0.638
315,0.658
316,0.647
317,0.663
318,0.674
319,0.64
320,0.679
321,0.702
322,0.749
323,0.666
324,0.842
325,0.675
326,0.808
327,0.746
328,0.665
329,0.704
330,0.658
331,0.652
332,0.674
333,0.657
334,0.654
335,0.675
336,0.767
337,0.664
338,0.779
339,0.66
340,0.679
341,0.733
342,0.719
343,0.744
344,0.83
345,0.691
346,0.684
347,0.698
348,0.697
349,0.71
350,0.686
351,0.671
352,0.679
353,0.727
354,0.707
355,0.706
356,0.678
357,0.656
358,0.697
359,0.733
360,0.674
361,0.715
362,0.667
363,0.666
364,0.68
365,0.665
366,0.698
367,0.695
368,0.684
369,0.679
370,0.668
371,0.733
372,0.684
373,0.683
374,0.653
375,0.682
376,0.698
377,0.691
378,0.698
379,0.683
380,0.71
381,0.679
382,0.677
383,0.669
384,0.706
385,1.116
386,0.697
387,0.706
388,0.709
389,0.705
390,0.701
391,0.693
392,0.683
393,0.667
394,0.777
395,0.676
396,0.682
397,0.732
398,0.672
399,0.68
400,0.692
401,0.7
402,0.722
403,0.709
404,0.672
405,0.701
406,0.713
407,0.712
408,0.673
409,0.708
410,0.705
411,0.677
412,0.689
413,0.705
414,0.692
415,0.669
416,0.695
417,0.683
418,0.707
419,0.717
420,0.72
421,0.676
422,0.682
423,0.664
424,0.662
425,0.641
426,0.729
427,0.875
428,0.715
429,0.682
430,0.681
431,0.661
432,0.722
433,0.733
434,0.841
435,0.674
436,0.679
437,0.75
438,0.701
439,0.776
440,0.731
441,0.747
442,0.894
443,0.827
444,0.69
445,0.693
446,0.699
447,0.685
448,0.72
449,0.708
450,1.03
451,0.686
452,0.918
453,0.761
454,0.678
455,0.797
456,0.814
457,0.7
458,0.725
459,0.807
460,0.711
461,0.708
462,0.692
463,0.75
464,0.857
465,0.696
466,0.69
467,0.682
468,0.724
469,0.809
470,0.797
471,0.679
472,0.692
473,0.662
474,0.733
475,0.856
476,0.682
477,0.698
478,0.685
479,0.679
480,0.682
481,0.694
482,0.698
483,0.69
484,0.664
485,0.7
486,0.692
487,0.707
488,0.721
489,0.68
490,0.687
491,0.674
492,0.667
493,0.708
494,0.669
495,0.691
496,0.681
497,0.69
498,0.682
499,0.67
500,0.681
501,0.704
502,0.712
503,0.674
504,0.672
505,0.67
506,0.67
507,0.672
508,0.7
509,0.697
510,0.713
511,0.707
512,0.684
513,0.705
514,0.676
515,0.685
516,0.696
517,0.688
518,0.682
519,0.677
520,0.671
521,0.701
522,0.68
523,0.686
524,0.667
525,0.667
526,0.66
527,0.687
528,0.675
529,0.688
530,0.683
531,0.679
532,0.695
533,0.688
534,0.684
535,0.665
536,0.711
537,0.651
538,0.729
539,0.737
540,0.664
541,0.72
542,0.704
543,0.675
544,0.689
545,0.687
546,0.676
547,0.691
548,0.693
549,0.695
550,0.68
551,0.69
552,0.664
553,0.664
554,0.683
555,0.677
556,0.67
557,0.712
558,0.689
559,0.768
560,0.695
561,0.688
562,0.71
563,0.687
564,0.664
565,0.7
566,0.699
567,0.702
568,0.691
569,0.686
570,0.659
571,0.748
572,0.683
573,0.716
574,0.697
575,0.691
576,0.693
