Iteration,Time (s)
1,0.031
2,0.014
3,0.008
4,0.014
5,0.01
6,0.007
7,0.01
8,0.009
9,0.006
10,0.009
11,0.006
12,0.006
13,0.009
14,0.005
15,0.008
16,0.009
17,0.005
18,0.004
19,0.006
20,0.006
21,0.006
22,0.005
23,0.005
24,0.007
25,0.005
26,0.006
27,0.005
28,0.009
29,0.006
30,0.006
31,0.005
32,0.005
33,0.007
34,0.006
35,0.006
36,0.006
37,0.011
38,0.006
39,0.008
40,0.007
41,0.006
42,0.006
43,0.005
44,0.005
45,0.006
46,0.006
47,0.007
48,0.007
49,0.008
50,0.008
51,0.014
52,0.009
53,0.01
54,0.008
55,0.014
56,0.009
57,0.011
58,0.006
59,0.01
60,0.011
61,0.011
62,0.009
63,0.009
64,0.017
65,0.007
66,0.007
67,0.006
68,0.009
69,0.006
70,0.009
71,0.01
72,0.013
73,0.007
74,0.005
75,0.005
76,0.005
77,0.012
78,0.007
79,0.008
80,0.012
81,0.007
82,0.007
83,0.008
84,0.007
85,0.006
86,0.009
87,0.009
88,0.005
89,0.006
90,0.005
91,0.004
92,0.008
93,0.005
94,0.009
95,0.006
96,0.005
97,0.005
98,0.005
99,0.005
100,0.005
101,0.006
102,0.008
103,0.009
104,0.008
105,0.008
106,0.005
107,0.01
108,0.008
109,0.007
110,0.007
111,0.005
112,0.006
113,0.004
114,0.005
115,0.007
116,0.008
117,0.005
118,0.007
119,0.011
120,0.005
121,0.011
122,0.009
123,0.006
124,0.007
125,0.005
126,0.006
127,0.005
128,0.008
129,0.005
130,0.006
131,0.015
132,0.006
133,0.008
134,0.006
135,0.007
136,0.006
137,0.005
138,0.006
139,0.01
140,0.007
141,0.005
142,0.01
143,0.007
144,0.008
145,0.008
146,0.006
147,0.005
148,0.006
149,0.007
150,0.004
151,0.006
152,0.008
153,0.01
154,0.009
155,0.005
156,0.008
157,0.007
158,0.008
159,0.006
160,0.01
161,0.008
162,0.006
163,0.009
164,0.007
165,0.007
166,0.007
167,0.008
