1,0.03
2,0.033
3,0.026
4,0.028
5,0.028
6,0.027
7,0.028
8,0.028
9,0.028
10,0.028
11,0.027
12,0.028
13,0.026
14,0.031
15,0.027
16,0.03
17,0.028
18,0.027
19,0.029
20,0.027
21,0.028
22,0.027
23,0.036
24,0.029
25,0.029
26,0.026
27,0.027
28,0.027
29,0.029
30,0.027
31,0.028
32,0.027
33,0.028
34,0.028
35,0.027
36,0.029
37,0.026
38,0.027
39,0.027
40,0.031
41,0.028
42,0.029
43,0.028
44,0.027
45,0.027
46,0.029
47,0.026
48,0.027
49,0.028
50,0.026
51,0.027
52,0.027
53,0.027
54,0.028
55,0.027
56,0.028
57,0.028
58,0.028
59,0.028
60,0.028
61,0.028
62,0.029
63,0.027
64,0.026
65,0.028
66,0.035
67,0.028
68,0.027
69,0.027
70,0.029
71,0.027
72,0.028
73,0.028
74,0.028
75,0.029
76,0.028
77,0.026
78,0.028
79,0.027
80,0.028
81,0.028
82,0.027
83,0.028
84,0.026
85,0.028
86,0.027
87,0.028
88,0.028
89,0.028
90,0.028
91,0.029
92,0.029
93,0.031
94,0.027
95,0.028
96,0.03
97,0.027
98,0.027
99,0.031
100,0.027
101,0.028
102,0.027
103,0.028
104,0.029
105,0.027
106,0.028
107,0.028
108,0.028
109,0.028
110,0.028
111,0.026
112,0.028
113,0.027
114,0.028
115,0.029
116,0.029
117,0.027
118,0.027
119,0.029
120,0.026
121,0.027
122,0.028
123,0.027
124,0.027
125,0.03
126,0.029
127,0.032
128,0.03
129,0.027
130,0.029
131,0.027
132,0.027
133,0.028
134,0.033
135,0.027
136,0.026
137,0.028
138,0.028
139,0.027
140,0.028
141,0.028
142,0.027
143,0.027
144,0.028
145,0.027
146,0.027
147,0.027
148,0.026
149,0.027
150,0.027
151,0.028
152,0.028
153,0.029
154,0.028
155,0.027
156,0.026
157,0.028
158,0.027
159,0.028
160,0.029
161,0.028
162,0.027
163,0.028
164,0.027
165,0.026
166,0.029
167,0.03
168,0.027
169,0.03
170,0.028
171,0.028
172,0.031
173,0.029
174,0.027
175,0.042
176,0.027
177,0.038
178,0.027
179,0.027
180,0.027
181,0.029
182,0.033
183,0.032
184,0.027
185,0.027
186,0.03
187,0.03
188,0.03
189,0.028
190,0.033
191,0.033
192,0.029
193,0.032
194,0.03
195,0.028
196,0.026
197,0.026
198,0.027
199,0.035
200,0.03
201,0.027
202,0.03
203,0.035
204,0.031
205,0.036
206,0.028
207,0.042
208,0.027
209,0.027
210,0.027
211,0.03
212,0.027
213,0.027
214,0.028
215,0.027
216,0.028
217,0.027
218,0.028
219,0.027
220,0.027
221,0.028
222,0.027
223,0.027
224,0.027
225,0.027
226,0.027
227,0.028
228,0.027
229,0.029
230,0.028
231,0.028
232,0.027
233,0.027
234,0.028
235,0.026
236,0.027
237,0.027
238,0.028
239,0.028
240,0.028
241,0.027
242,0.027
243,0.027
244,0.028
245,0.027
246,0.028
247,0.028
248,0.027
249,0.026
250,0.028
251,0.027
252,0.026
253,0.027
254,0.027
255,0.027
256,0.028
257,0.027
258,0.028
259,0.027
260,0.027
261,0.028
262,0.027
263,0.027
264,0.028
265,0.028
266,0.028
267,0.027
268,0.027
269,0.028
270,0.028
271,0.027
272,0.027
273,0.027
274,0.028
275,0.027
276,0.027
277,0.028
278,0.027
279,0.027
280,0.028
281,0.027
282,0.027
283,0.029
284,0.032
285,0.028
286,0.027
287,0.032
288,0.027
289,0.028
290,0.028
291,0.027
292,0.027
293,0.028
294,0.027
295,0.029
296,0.028
297,0.027
298,0.027
299,0.028
300,0.027
301,0.027
302,0.032
303,0.027
304,0.028
305,0.027
306,0.028
307,0.028
308,0.027
309,0.027
310,0.028
311,0.029
312,0.042
313,0.056
314,0.054
315,0.057
316,0.04
317,0.036
318,0.096
319,0.058
320,0.054
321,0.049
322,0.036
323,0.057
324,0.058
325,0.058
326,0.051
327,0.056
328,0.121
329,0.041
330,0.068
331,0.119
332,0.086
333,0.072
334,0.075
335,0.072
336,0.063
337,0.072
338,0.066
339,0.054
340,0.059
341,0.037
342,0.052
343,0.028
344,0.028
345,0.027
346,0.028
347,0.026
348,0.034
349,0.032
350,0.028
351,0.027
352,0.028
353,0.027
354,0.028
355,0.027
356,0.028
357,0.027
358,0.027
359,0.027
360,0.027
361,0.027
362,0.027
363,0.028
364,0.027
365,0.026
366,0.027
367,0.03
368,0.027
369,0.027
370,0.029
371,0.027
372,0.03
373,0.032
374,0.028
375,0.027
376,0.028
377,0.028
378,0.027
379,0.027
380,0.028
381,0.027
382,0.043
383,0.028
384,0.026
385,0.028
386,0.027
387,0.026
388,0.027
389,0.028
390,0.027
391,0.027
392,0.028
393,0.026
394,0.028
395,0.028
396,0.027
397,0.028
398,0.027
399,0.026
